year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_rate,cancel_rate,divert_rate,date,delay_category
2025,7,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",18,2,1.43,0.0,0.57,0.0,0.0,0,0,44.0,32.0,0.0,12.0,0.0,0.0,0.1111111111111111,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",48,16,4.06,3.15,5.49,0.0,3.3,2,0,1282.0,331.0,438.0,259.0,0.0,254.0,0.3333333333333333,0.041666666666666664,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",65,10,3.53,1.0,3.04,0.0,2.43,2,0,735.0,151.0,172.0,139.0,0.0,273.0,0.15384615384615385,0.03076923076923077,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",134,31,13.19,2.43,10.63,0.0,4.74,8,0,2264.0,798.0,303.0,702.0,0.0,461.0,0.23134328358208955,0.05970149253731343,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",61,12,6.44,0.28,3.59,0.0,1.69,0,0,630.0,211.0,17.0,123.0,0.0,279.0,0.19672131147540983,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",31,5,1.84,0.0,1.15,0.0,2.01,0,0,668.0,154.0,0.0,67.0,0.0,447.0,0.16129032258064516,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",19,4,0.71,0.3,0.7,0.0,2.29,1,0,823.0,45.0,6.0,14.0,0.0,758.0,0.21052631578947367,0.05263157894736842,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",75,14,7.64,1.0,3.57,0.0,1.79,0,0,722.0,485.0,24.0,81.0,0.0,132.0,0.18666666666666668,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",97,23,8.09,0.73,4.85,0.0,9.33,1,0,2125.0,655.0,65.0,437.0,0.0,968.0,0.23711340206185566,0.010309278350515464,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",31,1,0.82,0.0,0.18,0.0,0.0,0,0,50.0,41.0,0.0,9.0,0.0,0.0,0.03225806451612903,0.0,0.0,2025-07-01,good
2025,7,YV,Mesa Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",31,4,1.59,1.0,0.43,0.0,0.98,0,0,187.0,32.0,51.0,10.0,0.0,94.0,0.12903225806451613,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",148,38,13.69,2.56,10.66,0.0,11.09,6,1,3785.0,1253.0,569.0,476.0,0.0,1487.0,0.25675675675675674,0.04054054054054054,0.006756756756756757,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",87,32,10.43,3.08,6.65,0.0,11.84,1,0,2424.0,659.0,277.0,258.0,0.0,1230.0,0.367816091954023,0.011494252873563218,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,ELP,"El Paso, TX: El Paso International",159,47,19.48,5.82,5.93,0.0,15.77,4,1,3735.0,1381.0,729.0,178.0,0.0,1447.0,0.29559748427672955,0.025157232704402517,0.006289308176100629,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",31,10,1.79,2.27,3.63,0.0,2.31,1,0,759.0,88.0,388.0,121.0,0.0,162.0,0.3225806451612903,0.03225806451612903,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",57,19,6.21,7.0,1.64,0.0,4.14,1,0,1525.0,487.0,566.0,132.0,0.0,340.0,0.3333333333333333,0.017543859649122806,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",8,1,0.0,1.0,0.0,0.0,0.0,0,0,150.0,0.0,150.0,0.0,0.0,0.0,0.125,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",978,234,52.94,14.27,67.41,0.0,99.39,48,6,23417.0,3756.0,2148.0,8302.0,0.0,9211.0,0.2392638036809816,0.049079754601226995,0.006134969325153374,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2601,533,153.23,16.2,197.45,0.0,166.13,45,13,55178.0,12407.0,3965.0,18234.0,0.0,20572.0,0.20492118415993849,0.01730103806228374,0.004998077662437524,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",74,26,6.29,4.45,1.94,0.0,13.32,2,0,2052.0,413.0,389.0,81.0,0.0,1169.0,0.35135135135135137,0.02702702702702703,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",93,23,11.11,1.86,2.86,0.0,7.17,1,0,1802.0,679.0,61.0,77.0,0.0,985.0,0.24731182795698925,0.010752688172043012,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",102,26,5.64,1.14,11.9,0.0,7.33,1,0,1457.0,440.0,71.0,448.0,0.0,498.0,0.2549019607843137,0.00980392156862745,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",23,6,3.22,0.53,0.24,0.0,2.01,1,0,339.0,142.0,16.0,14.0,0.0,167.0,0.2608695652173913,0.043478260869565216,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",80,25,2.87,1.2,13.28,0.0,7.66,11,1,2392.0,114.0,245.0,811.0,0.0,1222.0,0.3125,0.1375,0.0125,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",42,9,3.16,0.0,1.82,0.0,4.03,0,0,498.0,187.0,0.0,40.0,0.0,271.0,0.21428571428571427,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",148,45,15.62,7.98,10.64,0.0,10.76,3,0,5181.0,1370.0,1691.0,636.0,0.0,1484.0,0.30405405405405406,0.02027027027027027,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MEM,"Memphis, TN: Memphis International",44,14,5.84,0.0,2.0,0.0,6.16,1,0,1304.0,659.0,0.0,46.0,0.0,599.0,0.3181818181818182,0.022727272727272728,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",57,13,4.27,1.72,1.46,0.0,5.55,2,0,1193.0,218.0,248.0,101.0,0.0,626.0,0.22807017543859648,0.03508771929824561,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",61,21,9.13,1.99,3.35,0.0,6.54,0,0,1756.0,679.0,228.0,113.0,0.0,736.0,0.3442622950819672,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",24,6,1.37,0.0,1.15,0.0,3.48,1,0,296.0,41.0,0.0,28.0,0.0,227.0,0.25,0.041666666666666664,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",92,14,6.58,2.78,3.63,0.0,1.02,2,0,595.0,202.0,249.0,82.0,0.0,62.0,0.15217391304347827,0.021739130434782608,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",33,7,3.77,0.0,1.59,0.0,1.64,0,0,459.0,258.0,0.0,48.0,0.0,153.0,0.21212121212121213,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",30,2,1.64,0.0,0.0,0.0,0.36,0,0,59.0,43.0,0.0,0.0,0.0,16.0,0.06666666666666667,0.0,0.0,2025-07-01,moderate
2025,7,YV,Mesa Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",4,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01,good
2025,7,YV,Mesa Airlines Inc.,OKC,"Oklahoma City, OK: Okc Will Rogers International",26,4,1.45,1.43,0.57,0.0,0.55,0,0,421.0,139.0,119.0,45.0,0.0,118.0,0.15384615384615385,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",27,4,0.77,0.94,0.46,0.0,1.84,0,0,360.0,17.0,143.0,60.0,0.0,140.0,0.14814814814814814,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",98,28,16.66,2.42,2.59,0.0,6.32,1,1,2044.0,874.0,331.0,119.0,0.0,720.0,0.2857142857142857,0.01020408163265306,0.01020408163265306,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",25,1,0.0,0.0,1.0,0.0,0.0,0,0,27.0,0.0,0.0,27.0,0.0,0.0,0.04,0.0,0.0,2025-07-01,good
2025,7,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",45,8,3.08,2.61,0.32,0.0,1.99,1,1,1191.0,287.0,439.0,55.0,0.0,410.0,0.17777777777777778,0.022222222222222223,0.022222222222222223,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",56,5,3.71,0.0,1.29,0.0,0.0,0,0,276.0,248.0,0.0,28.0,0.0,0.0,0.08928571428571429,0.0,0.0,2025-07-01,moderate
2025,7,YV,Mesa Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",47,12,4.24,1.61,2.0,0.0,4.15,0,0,495.0,134.0,176.0,64.0,0.0,121.0,0.2553191489361702,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",44,14,6.3,0.0,0.14,0.0,7.56,0,0,1263.0,474.0,0.0,4.0,0.0,785.0,0.3181818181818182,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",80,16,5.06,2.09,3.43,0.0,5.42,6,0,991.0,198.0,143.0,92.0,0.0,558.0,0.2,0.075,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,RIC,"Richmond, VA: Richmond International",61,15,5.82,1.0,4.29,0.0,3.89,2,1,1404.0,600.0,50.0,236.0,0.0,518.0,0.2459016393442623,0.03278688524590164,0.01639344262295082,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",65,13,4.57,2.29,1.39,0.0,4.75,1,0,1131.0,213.0,298.0,157.0,0.0,463.0,0.2,0.015384615384615385,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",154,51,17.41,8.94,8.29,0.0,16.36,6,0,4621.0,1016.0,547.0,481.0,0.0,2577.0,0.33116883116883117,0.03896103896103896,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,SBN,"South Bend, IN: South Bend International",5,3,0.11,1.0,1.0,0.0,0.89,0,0,296.0,20.0,45.0,68.0,0.0,163.0,0.6,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",151,43,15.91,5.85,7.12,0.0,14.12,4,0,5034.0,1390.0,995.0,338.0,0.0,2311.0,0.2847682119205298,0.026490066225165563,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",27,8,2.26,4.54,0.3,0.0,0.9,0,0,807.0,84.0,598.0,46.0,0.0,79.0,0.2962962962962963,0.0,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",70,12,4.21,1.47,0.25,0.0,6.07,1,0,839.0,186.0,124.0,9.0,0.0,520.0,0.17142857142857143,0.014285714285714285,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",29,6,2.89,0.0,0.51,0.0,2.6,1,0,624.0,290.0,0.0,10.0,0.0,324.0,0.20689655172413793,0.034482758620689655,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,TUS,"Tucson, AZ: Tucson International",62,13,6.15,0.26,1.68,0.0,4.91,2,0,739.0,296.0,18.0,72.0,0.0,353.0,0.20967741935483872,0.03225806451612903,0.0,2025-07-01,poor
2025,7,YV,Mesa Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",8,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01,good
2025,7,YV,Mesa Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",52,13,2.47,4.28,0.69,0.0,5.57,3,2,1403.0,105.0,592.0,53.0,0.0,653.0,0.25,0.057692307692307696,0.038461538461538464,2025-07-01,poor
2025,7,YX,Republic Airline,ACK,"Nantucket, MA: Nantucket Memorial",236,41,12.26,2.01,17.01,0.0,9.73,7,2,2674.0,821.0,333.0,717.0,0.0,803.0,0.17372881355932204,0.029661016949152543,0.00847457627118644,2025-07-01,poor
2025,7,YX,Republic Airline,ALB,"Albany, NY: Albany International",29,9,2.09,0.0,5.51,0.0,1.41,0,0,465.0,79.0,0.0,307.0,0.0,79.0,0.3103448275862069,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",124,16,3.44,1.57,7.67,0.0,3.33,10,0,980.0,140.0,239.0,312.0,0.0,289.0,0.12903225806451613,0.08064516129032258,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,AUS,"Austin, TX: Austin - Bergstrom International",4,1,0.0,0.0,1.0,0.0,0.0,0,0,22.0,0.0,0.0,22.0,0.0,0.0,0.25,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,AVL,"Asheville, NC: Asheville Regional",47,9,1.28,0.6,4.0,0.0,3.12,0,0,612.0,32.0,184.0,277.0,0.0,119.0,0.19148936170212766,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,BDL,"Hartford, CT: Bradley International",79,14,6.97,0.83,0.83,0.0,5.36,7,0,632.0,311.0,94.0,67.0,0.0,160.0,0.17721518987341772,0.08860759493670886,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,BGR,"Bangor, ME: Bangor International",248,56,18.93,3.05,9.53,0.0,24.49,13,0,5702.0,2022.0,495.0,457.0,0.0,2728.0,0.22580645161290322,0.05241935483870968,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",33,7,3.96,0.0,1.17,0.0,1.86,2,0,340.0,210.0,0.0,24.0,0.0,106.0,0.21212121212121213,0.06060606060606061,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,BNA,"Nashville, TN: Nashville International",518,144,29.75,2.67,67.06,0.0,44.52,35,7,10374.0,2526.0,474.0,3656.0,0.0,3718.0,0.277992277992278,0.06756756756756757,0.013513513513513514,2025-07-01,poor
2025,7,YX,Republic Airline,BOS,"Boston, MA: Logan International",2818,724,202.9,26.95,308.05,0.83,185.27,193,4,61290.0,17023.0,2984.0,25030.0,51.0,16202.0,0.25691980127750175,0.06848828956706884,0.0014194464158978,2025-07-01,poor
2025,7,YX,Republic Airline,BTV,"Burlington, VT: Patrick Leahy Burlington International",219,42,11.15,1.28,11.4,0.0,18.17,28,1,4567.0,733.0,535.0,787.0,0.0,2512.0,0.1917808219178082,0.1278538812785388,0.0045662100456621,2025-07-01,poor
2025,7,YX,Republic Airline,BUF,"Buffalo, NY: Buffalo Niagara International",256,57,15.64,1.0,22.81,0.0,17.55,39,1,5103.0,1369.0,326.0,1522.0,0.0,1886.0,0.22265625,0.15234375,0.00390625,2025-07-01,poor
2025,7,YX,Republic Airline,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",122,28,8.81,0.0,9.28,0.0,9.91,5,0,2919.0,510.0,0.0,1283.0,0.0,1126.0,0.22950819672131148,0.040983606557377046,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,CAE,"Columbia, SC: Columbia Metropolitan",39,11,1.74,0.01,3.32,0.0,5.93,1,0,718.0,77.0,2.0,270.0,0.0,369.0,0.28205128205128205,0.02564102564102564,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,CHA,"Chattanooga, TN: Lovell Field",8,5,0.0,0.0,1.91,0.0,3.09,0,0,427.0,0.0,0.0,189.0,0.0,238.0,0.625,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,CHO,"Charlottesville, VA: Charlottesville Albemarle",27,5,1.26,0.7,1.26,0.0,1.77,0,0,1035.0,55.0,188.0,581.0,0.0,211.0,0.18518518518518517,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,CHS,"Charleston, SC: Charleston AFB/International",234,76,28.12,1.62,23.96,0.0,22.3,22,0,6988.0,2338.0,184.0,1810.0,0.0,2656.0,0.3247863247863248,0.09401709401709402,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,CLE,"Cleveland, OH: Cleveland-Hopkins International",352,93,27.63,1.84,28.11,0.0,35.41,32,1,7211.0,1731.0,813.0,1410.0,0.0,3257.0,0.26420454545454547,0.09090909090909091,0.002840909090909091,2025-07-01,poor
2025,7,YX,Republic Airline,CLT,"Charlotte, NC: Charlotte Douglas International",268,49,20.94,0.75,14.97,0.0,12.34,12,1,4103.0,1714.0,63.0,1244.0,0.0,1082.0,0.1828358208955224,0.04477611940298507,0.0037313432835820895,2025-07-01,poor
2025,7,YX,Republic Airline,CMH,"Columbus, OH: John Glenn Columbus International",1056,282,81.47,13.28,78.31,0.0,108.94,74,0,24751.0,6425.0,1828.0,4889.0,0.0,11609.0,0.26704545454545453,0.07007575757575757,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",518,134,30.99,7.69,43.31,0.0,52.02,27,2,8519.0,2082.0,851.0,2093.0,0.0,3493.0,0.25868725868725867,0.052123552123552123,0.003861003861003861,2025-07-01,poor
2025,7,YX,Republic Airline,DAY,"Dayton, OH: James M Cox/Dayton International",31,13,3.09,1.0,4.16,0.0,4.75,6,0,918.0,98.0,167.0,281.0,0.0,372.0,0.41935483870967744,0.1935483870967742,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",2203,483,96.53,27.54,198.04,0.59,160.31,257,19,39938.0,8073.0,4064.0,13640.0,53.0,14108.0,0.21924648206990469,0.11665910122560146,0.008624602814344077,2025-07-01,poor
2025,7,YX,Republic Airline,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",8,1,1.0,0.0,0.0,0.0,0.0,0,0,22.0,22.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,DSM,"Des Moines, IA: Des Moines International",102,33,1.01,3.59,14.63,0.0,13.77,15,0,2932.0,26.0,902.0,820.0,0.0,1184.0,0.3235294117647059,0.14705882352941177,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,DTW,"Detroit, MI: Detroit Metro Wayne County",636,145,42.8,5.77,42.1,0.0,54.33,43,1,12678.0,3713.0,970.0,3010.0,0.0,4985.0,0.2279874213836478,0.06761006289308176,0.0015723270440251573,2025-07-01,poor
2025,7,YX,Republic Airline,ECP,"Panama City, FL: Northwest Florida Beaches International",16,1,0.0,0.24,0.76,0.0,0.0,0,0,42.0,0.0,10.0,32.0,0.0,0.0,0.0625,0.0,0.0,2025-07-01,moderate
2025,7,YX,Republic Airline,EWR,"Newark, NJ: Newark Liberty International",1981,540,104.41,27.06,319.51,0.0,89.01,257,7,56998.0,11963.0,6049.0,29376.0,0.0,9610.0,0.2725896012115093,0.12973245835436648,0.0035335689045936395,2025-07-01,poor
2025,7,YX,Republic Airline,EYW,"Key West, FL: Key West International",31,7,0.68,0.0,5.16,0.0,1.16,0,0,195.0,21.0,0.0,134.0,0.0,40.0,0.22580645161290322,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,GRB,"Green Bay, WI: Green Bay Austin Straubel International",5,2,1.29,0.0,0.0,0.0,0.71,0,0,191.0,100.0,0.0,0.0,0.0,91.0,0.4,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,GRR,"Grand Rapids, MI: Gerald R. Ford International",216,48,20.67,0.0,13.37,0.0,13.96,19,0,3681.0,1555.0,0.0,682.0,0.0,1444.0,0.2222222222222222,0.08796296296296297,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,GSO,"Greensboro/High Point, NC: Piedmont Triad International",146,41,9.51,2.82,11.47,0.0,17.2,26,1,3233.0,655.0,422.0,679.0,0.0,1477.0,0.2808219178082192,0.1780821917808219,0.00684931506849315,2025-07-01,poor
2025,7,YX,Republic Airline,GSP,"Greer, SC: Greenville-Spartanburg International",227,59,14.72,0.71,17.09,0.0,26.49,30,0,5437.0,1765.0,120.0,1009.0,0.0,2543.0,0.2599118942731278,0.13215859030837004,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,HHH,"Hilton Head, SC: Hilton Head Airport",142,26,13.03,1.28,8.22,0.0,3.47,2,2,1137.0,521.0,75.0,361.0,0.0,180.0,0.18309859154929578,0.014084507042253521,0.014084507042253521,2025-07-01,poor
2025,7,YX,Republic Airline,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",1,1,0.0,1.0,0.0,0.0,0.0,0,0,175.0,0.0,175.0,0.0,0.0,0.0,1.0,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,HYA,"Hyannis, MA: Cape Cod Gateway",110,15,5.03,0.0,4.94,0.0,5.03,2,0,931.0,168.0,0.0,206.0,0.0,557.0,0.13636363636363635,0.01818181818181818,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,IAD,"Washington, DC: Washington Dulles International",963,177,47.11,12.81,56.72,0.0,60.36,82,2,17310.0,5138.0,1671.0,3917.0,0.0,6584.0,0.1838006230529595,0.08515057113187954,0.0020768431983385254,2025-07-01,poor
2025,7,YX,Republic Airline,IAH,"Houston, TX: George Bush Intercontinental/Houston",19,4,0.0,0.0,2.29,0.0,1.71,0,0,176.0,0.0,0.0,92.0,0.0,84.0,0.21052631578947367,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,ILM,"Wilmington, NC: Wilmington International",129,39,3.63,1.97,12.61,0.0,20.79,13,1,2628.0,147.0,266.0,700.0,0.0,1515.0,0.3023255813953488,0.10077519379844961,0.007751937984496124,2025-07-01,poor
2025,7,YX,Republic Airline,IND,"Indianapolis, IN: Indianapolis International",1131,302,78.84,15.76,77.9,0.0,129.5,104,4,29185.0,5426.0,3318.0,5836.0,0.0,14605.0,0.26702033598585323,0.09195402298850575,0.0035366931918656055,2025-07-01,poor
2025,7,YX,Republic Airline,JAX,"Jacksonville, FL: Jacksonville International",148,49,9.31,3.23,19.83,0.0,16.62,14,0,3942.0,706.0,395.0,1118.0,0.0,1723.0,0.3310810810810811,0.0945945945945946,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1309,315,64.81,16.52,151.45,0.0,82.22,142,5,27101.0,4858.0,2113.0,13283.0,0.0,6847.0,0.24064171122994651,0.10847975553857907,0.0038197097020626434,2025-07-01,poor
2025,7,YX,Republic Airline,LEX,"Lexington, KY: Blue Grass",52,12,4.26,1.29,2.85,0.0,3.59,4,0,1149.0,379.0,261.0,176.0,0.0,333.0,0.23076923076923078,0.07692307692307693,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,LGA,"New York, NY: LaGuardia",4768,1099,295.79,49.49,484.24,1.89,267.58,567,20,106263.0,36148.0,8308.0,36550.0,48.0,25209.0,0.23049496644295303,0.11891778523489933,0.0041946308724832215,2025-07-01,poor
2025,7,YX,Republic Airline,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",31,16,1.17,0.0,6.55,0.0,8.28,7,0,987.0,105.0,0.0,293.0,0.0,589.0,0.5161290322580645,0.22580645161290322,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,MCI,"Kansas City, MO: Kansas City International",118,33,13.38,0.62,7.18,0.0,11.82,5,0,2264.0,778.0,95.0,400.0,0.0,991.0,0.2796610169491525,0.0423728813559322,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,MCO,"Orlando, FL: Orlando International",93,32,10.42,1.51,11.19,0.0,8.89,0,0,2575.0,1286.0,78.0,425.0,0.0,786.0,0.34408602150537637,0.0,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,MEM,"Memphis, TN: Memphis International",315,91,15.39,6.63,26.37,0.0,42.61,31,0,8624.0,1454.0,864.0,1872.0,0.0,4434.0,0.28888888888888886,0.09841269841269841,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,MIA,"Miami, FL: Miami International",142,43,9.77,5.99,15.01,0.04,12.18,0,2,3223.0,1057.0,592.0,801.0,4.0,769.0,0.3028169014084507,0.0,0.014084507042253521,2025-07-01,poor
2025,7,YX,Republic Airline,MKE,"Milwaukee, WI: General Mitchell International",235,55,17.45,1.9,17.25,0.0,18.4,28,0,5222.0,1452.0,504.0,1573.0,0.0,1693.0,0.23404255319148937,0.11914893617021277,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,MSN,"Madison, WI: Dane County Regional-Truax Field",207,44,10.0,0.0,11.27,0.0,22.73,25,0,4425.0,1037.0,0.0,685.0,0.0,2703.0,0.21256038647342995,0.12077294685990338,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",119,31,3.9,4.22,8.69,0.0,14.19,11,0,2175.0,186.0,594.0,546.0,0.0,849.0,0.2605042016806723,0.09243697478991597,0.0,2025-07-01,poor
2025,7,YX,Republic Airline,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",47,11,3.92,0.0,3.11,0.0,3.98,2,1,761.0,280.0,0.0,216.0,0.0,265.0,0.23404255319148937,0.0425531914893617,0.02127659574468085,2025-07-01,poor
2025,7,YX,Republic Airline,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",224,27,10.5,3.03,7.41,0.0,6.05,6,0,1884.0,658.0,418.0,354.0,0.0,454.0,0.12053571428571429,0.026785714285714284,0.0,2025-07-01,poor
